"blueprint","item_name","category","tier","slot","resource","property","propertyName","rangeIndex","startQuality","endQuality","atStart","atEnd","mode"
"BP_CRAFT_outlaw_legacy_armor_light_core_01_01_11","Lynx Core Cold Steel","FPSArmours","0","Casing","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_core_01_01_11","Lynx Core Cold Steel","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_core_01_01_11","Lynx Core Cold Steel","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_helmet_01_01_01","Oracle Helmet","FPSArmours","0","Casing","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_helmet_01_01_01","Oracle Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_helmet_01_01_01","Oracle Helmet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_helmet_01_01_11","Oracle Helmet Cold Steel","FPSArmours","0","Casing","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_helmet_01_01_11","Oracle Helmet Cold Steel","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_helmet_01_01_11","Oracle Helmet Cold Steel","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_legs_01_01_01","Lynx Legs","FPSArmours","0","Casing","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_legs_01_01_01","Lynx Legs","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_legs_01_01_01","Lynx Legs","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_legs_01_01_11","Lynx Legs Cold Steel","FPSArmours","0","Casing","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_legs_01_01_11","Lynx Legs Cold Steel","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_light_legs_01_01_11","Lynx Legs Cold Steel","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_01","Inquisitor Arms Base","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_01","Inquisitor Arms Base","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_01","Inquisitor Arms Base","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_01","Inquisitor Arms Base","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_02","Inquisitor Arms Red","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_02","Inquisitor Arms Red","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_02","Inquisitor Arms Red","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_02","Inquisitor Arms Red","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_03","Inquisitor Arms Orange","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_03","Inquisitor Arms Orange","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_03","Inquisitor Arms Orange","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_03","Inquisitor Arms Orange","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_04","Inquisitor Arms Yellow","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_04","Inquisitor Arms Yellow","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_04","Inquisitor Arms Yellow","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_04","Inquisitor Arms Yellow","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_05","Inquisitor Arms Green","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_05","Inquisitor Arms Green","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_05","Inquisitor Arms Green","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_05","Inquisitor Arms Green","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_06","Inquisitor Arms Seagreen","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_06","Inquisitor Arms Seagreen","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_06","Inquisitor Arms Seagreen","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_06","Inquisitor Arms Seagreen","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_07","Inquisitor Arms Blue","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_07","Inquisitor Arms Blue","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_07","Inquisitor Arms Blue","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_07","Inquisitor Arms Blue","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_08","Inquisitor Arms Purple","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_08","Inquisitor Arms Purple","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_08","Inquisitor Arms Purple","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_08","Inquisitor Arms Purple","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_09","Inquisitor Arms Violet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_09","Inquisitor Arms Violet","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_09","Inquisitor Arms Violet","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_09","Inquisitor Arms Violet","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_10","Inquisitor Arms White","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_10","Inquisitor Arms White","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_10","Inquisitor Arms White","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_10","Inquisitor Arms White","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_11","Inquisitor Arms Grey","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_11","Inquisitor Arms Grey","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_11","Inquisitor Arms Grey","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_11","Inquisitor Arms Grey","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_12","Inquisitor Arms Black","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_12","Inquisitor Arms Black","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_12","Inquisitor Arms Black","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_12","Inquisitor Arms Black","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_13","Inquisitor Arms Dark Red","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_13","Inquisitor Arms Dark Red","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_13","Inquisitor Arms Dark Red","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_13","Inquisitor Arms Dark Red","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_14","Inquisitor Arms Sienna","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_14","Inquisitor Arms Sienna","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_14","Inquisitor Arms Sienna","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_14","Inquisitor Arms Sienna","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_15","Inquisitor Arms Tan","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_15","Inquisitor Arms Tan","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_15","Inquisitor Arms Tan","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_15","Inquisitor Arms Tan","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_16","Inquisitor Arms Dark Green","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_16","Inquisitor Arms Dark Green","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_16","Inquisitor Arms Dark Green","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_16","Inquisitor Arms Dark Green","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_17","Inquisitor Arms Aqua","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_17","Inquisitor Arms Aqua","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_17","Inquisitor Arms Aqua","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_17","Inquisitor Arms Aqua","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_18","Inquisitor Arms Twilight","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_18","Inquisitor Arms Twilight","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_18","Inquisitor Arms Twilight","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_18","Inquisitor Arms Twilight","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_19","Inquisitor Arms Imperial","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_19","Inquisitor Arms Imperial","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_19","Inquisitor Arms Imperial","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_19","Inquisitor Arms Imperial","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_20","Inquisitor Arms Olive","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_20","Inquisitor Arms Olive","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_20","Inquisitor Arms Olive","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_arms_01_01_20","Inquisitor Arms Olive","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_01","Inquisitor Core","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_01","Inquisitor Core","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_01","Inquisitor Core","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_01","Inquisitor Core","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_02","Inquisitor Core Red","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_02","Inquisitor Core Red","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_02","Inquisitor Core Red","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_02","Inquisitor Core Red","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_03","Inquisitor Core Orange","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_03","Inquisitor Core Orange","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_03","Inquisitor Core Orange","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_03","Inquisitor Core Orange","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_04","Inquisitor Core Yellow","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_04","Inquisitor Core Yellow","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_04","Inquisitor Core Yellow","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_04","Inquisitor Core Yellow","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_05","Inquisitor Core Green","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_05","Inquisitor Core Green","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_05","Inquisitor Core Green","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_05","Inquisitor Core Green","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_06","Inquisitor Core Seagreen","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_06","Inquisitor Core Seagreen","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_06","Inquisitor Core Seagreen","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_06","Inquisitor Core Seagreen","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_07","Inquisitor Core Blue","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_07","Inquisitor Core Blue","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_07","Inquisitor Core Blue","FPSArmours","0","Protective Sheathing","Tungsten","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_outlaw_legacy_armor_medium_core_01_01_07","Inquisitor Core Blue","FPSArmours","0","Sheathing Coating","Laranite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
